study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	instrument_model	library_source	library_selection	first_public	study_alias	fastq_md5	fastq_ftp	submitted_ftp	sample_title
PRJEB3365	SAMEA1573339	ERS185063	ERX162219	ERR187612	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	047f820f3b837ab10d95c486cdd020fa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187612/ERR187612.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19119.3.MI_120120_3_1.fastq.gz	NA19119
PRJEB3365	SAMEA1573144	ERS185357	ERX162513	ERR187613	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	d74287a5de2da52bf4ecde82fbb2a21e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187613/ERR187613.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00325.5.MI_120327_1_1.fastq.gz	HG00325
PRJEB3365	SAMEA1573174	ERS185243	ERX162399	ERR187614	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	d501d8176b873d85b7057332a54cf9bd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187614/ERR187614.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00156.4.MI_120524_3_1.fastq.gz	HG00156
PRJEB3365	SAMEA1573255	ERS185192	ERX162348	ERR187615	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	81b7950bc813f66a5d9c3c2c9a956894	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187615/ERR187615.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00246.7.MI_120224_2_1.fastq.gz	HG00246
PRJEB3365	SAMEA1573393	ERS185200	ERX162356	ERR187616	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	5ecb36b47d6d6acc4205fd10bdc958d3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187616/ERR187616.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG01789.6.MI_120217_1_1.fastq.gz	HG01789
PRJEB3365	SAMEA1573346	ERS185451	ERX162607	ERR187617	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	15c73e05acdd74c6764eccfed6fe02a5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187617/ERR187617.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00377.2.MI_120126_6_1.fastq.gz	HG00377
PRJEB3365	SAMEA1573137	ERS185256	ERX162412	ERR187618	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	bd79f60071d1030303fe06d46d2f7796	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187618/ERR187618.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00256.2.MI_120126_4_1.fastq.gz	HG00256
PRJEB3365	SAMEA1573336	ERS185440	ERX162596	ERR187619	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	4d042466885f2e0b6f84bf00dc130fd9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187619/ERR187619.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00311.4.MI_120524_1_1.fastq.gz	HG00311
PRJEB3365	SAMEA1573461	ERS185473	ERX162629	ERR187620	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	43c003443bffe1798c25ef6d51672123	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187620/ERR187620.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00252.1.MI_120104_1_1.fastq.gz	HG00252
PRJEB3365	SAMEA1573313	ERS185287	ERX162443	ERR187621	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	d0a6b9dfd23d73875a2cd0694b58840d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187621/ERR187621.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20539.4.MI_120524_1_1.fastq.gz	NA20539
PRJEB3365	SAMEA1573293	ERS185193	ERX162349	ERR187622	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	e0328978ae87e952ed998238ec2f8271	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187622/ERR187622.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA18486.7.MI_120224_2_1.fastq.gz	NA18486
PRJEB3365	SAMEA1573163	ERS185358	ERX162514	ERR187623	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	385d8b5cddc3bd48a1c801909f33f5cf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187623/ERR187623.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00139.7.MI_120224_2_1.fastq.gz	HG00139
PRJEB3365	SAMEA1573095	ERS185149	ERX162305	ERR187624	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	384263e2ce4fdbe1fbfeee8171222bdc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187624/ERR187624.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12889.3.MI_120120_5_1.fastq.gz	NA12889
PRJEB3365	SAMEA1573279	ERS185291	ERX162447	ERR187625	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	94bcfb9b3361ce7278405f60c44ba5de	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187625/ERR187625.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00366.4.MI_120524_3_1.fastq.gz	HG00366
PRJEB3365	SAMEA1573528	ERS185314	ERX162470	ERR187626	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	8572741a47ae7a3f8088d320d0ac079b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187626/ERR187626.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12751.2.MI_120126_4_1.fastq.gz	NA12751
PRJEB3365	SAMEA1573169	ERS185105	ERX162261	ERR187627	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	b2e93de45f70559e38ddf0f2cf2df902	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187627/ERR187627.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00240.2.MI_120126_3_1.fastq.gz	HG00240
PRJEB3365	SAMEA1573297	ERS185290	ERX162446	ERR187628	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	89ecdac98a7e9eee6dc72d6cf838c0bb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187628/ERR187628.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20537.3.MI_120120_2_1.fastq.gz	NA20537
PRJEB3365	SAMEA1573177	ERS185175	ERX162331	ERR187629	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	cbce0d468a895593d1f6eb86524b1eac	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187629/ERR187629.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00112.6.MI_120217_1_1.fastq.gz	HG00112
PRJEB3365	SAMEA1573467	ERS185324	ERX162480	ERR187630	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	978e445b798ef5fe08b28245113cc825	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187630/ERR187630.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20509.7.MI_120224_3_1.fastq.gz	NA20509
PRJEB3365	SAMEA1573145	ERS185241	ERX162397	ERR187631	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	9ccd7f4c7ab9038d5907b2f66801c549	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187631/ERR187631.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00121.1.MI_120104_2_1.fastq.gz	HG00121
PRJEB3365	SAMEA1573465	ERS185406	ERX162562	ERR187632	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	c786d857a6f083e4e1318c91dfb79dda	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187632/ERR187632.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA18868.5.MI_120327_3_1.fastq.gz	NA18868
PRJEB3365	SAMEA1573464	ERS185275	ERX162431	ERR187633	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	ef22d004126702686855a87f471ef63b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187633/ERR187633.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19130.5.MI_120327_7_1.fastq.gz	NA19130
PRJEB3365	SAMEA1573459	ERS185239	ERX162395	ERR187634	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	f8e840c27e437ebe96c93618bb3df581	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187634/ERR187634.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19096.4.MI_120524_1_1.fastq.gz	NA19096
PRJEB3365	SAMEA1573333	ERS185030	ERX162186	ERR187635	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	73952106589cd0cecb21ea1ee8dfbdbc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187635/ERR187635.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20795.5.MI_120327_1_1.fastq.gz	NA20795
PRJEB3365	SAMEA1573508	ERS185367	ERX162523	ERR187636	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	c168a0f28713c263b711ddd5e1699ee6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187636/ERR187636.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20752.5.MI_120327_7_1.fastq.gz	NA20752
PRJEB3365	SAMEA1573085	ERS185266	ERX162422	ERR187637	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	e3c3943a621811e3e36f017d161f4a8f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187637/ERR187637.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA07051.5.MI_120327_1_1.fastq.gz	NA07051
PRJEB3365	SAMEA1573521	ERS185429	ERX162585	ERR187638	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	92955aac35d938986033da3d715636b3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187638/ERR187638.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00131.2.MI_120126_3_1.fastq.gz	HG00131
PRJEB3365	SAMEA1573444	ERS185352	ERX162508	ERR187639	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	95305e7352bc12d277bed039fe3509fa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187639/ERR187639.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00123.4.MI_120524_3_1.fastq.gz	HG00123
PRJEB3365	SAMEA1573250	ERS185203	ERX162359	ERR187640	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	f8ec9d0e1179f5418caa81511aef9ed0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187640/ERR187640.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19152.4.MI_120524_1_1.fastq.gz	NA19152
PRJEB3365	SAMEA1573099	ERS185332	ERX162488	ERR187641	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	133480052ddaad81322e2be28e0ec910	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187641/ERR187641.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20815.5.MI_120327_5_1.fastq.gz	NA20815
PRJEB3365	SAMEA1573252	ERS185347	ERX162503	ERR187642	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	88a424a886751b90cdad6f4b72a5a4bc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187642/ERR187642.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12761.6.MI_120217_1_1.fastq.gz	NA12761
PRJEB3365	SAMEA1573510	ERS185077	ERX162233	ERR187643	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	7acdf12d32da0b197f2c853102d09f93	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187643/ERR187643.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20769.6.MI_120217_2_1.fastq.gz	NA20769
PRJEB3365	SAMEA1573338	ERS185285	ERX162441	ERR187644	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	9ee0de85fca9383c05ea2ebd622ba1ff	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187644/ERR187644.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19150.5.MI_120327_7_1.fastq.gz	NA19150
PRJEB3365	SAMEA1573231	ERS185201	ERX162357	ERR187645	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	a783ce5a9d36ad6eb491be9595516f6b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187645/ERR187645.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00188.1.MI_120104_1_1.fastq.gz	HG00188
PRJEB3365	SAMEA1573142	ERS185027	ERX162183	ERR187646	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	6ad58409ab0ce67187bbc73f074a5d9e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187646/ERR187646.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00349.4.MI_120524_1_1.fastq.gz	HG00349
PRJEB3365	SAMEA1573319	ERS185469	ERX162625	ERR187647	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	4c49a42b13991c56d5c33d16f1cb013b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187647/ERR187647.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00130.5.MI_120327_7_1.fastq.gz	HG00130
PRJEB3365	SAMEA1573117	ERS185185	ERX162341	ERR187648	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	972858775b82df63d8986168add49afc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187648/ERR187648.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00250.1.MI_120104_1_1.fastq.gz	HG00250
PRJEB3365	SAMEA1573098	ERS185334	ERX162490	ERR187649	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	fd8531ad119cf9c9f40f197e1cd6f62c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187649/ERR187649.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00234.7.MI_120224_2_1.fastq.gz	HG00234
PRJEB3365	SAMEA1573373	ERS185392	ERX162548	ERR187650	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	353ad646cbfc1be32affb40a3319711d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187650/ERR187650.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA11931.1.MI_120104_1_1.fastq.gz	NA11931
PRJEB3365	SAMEA1573369	ERS185378	ERX162534	ERR187651	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	2e1e6bbcb37d7ddf374e87042763522a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187651/ERR187651.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20790.2.MI_120126_3_1.fastq.gz	NA20790
PRJEB3365	SAMEA1573407	ERS185088	ERX162244	ERR187652	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	b2f82b902583f9bab32127e33469a1b2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187652/ERR187652.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA18916.2.MI_120126_3_1.fastq.gz	NA18916
PRJEB3365	SAMEA1573347	ERS185053	ERX162209	ERR187653	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	cab65b301ee0556909d6336b23c9c473	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187653/ERR187653.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA11993.2.MI_120126_6_1.fastq.gz	NA11993
PRJEB3365	SAMEA1573372	ERS185301	ERX162457	ERR187654	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	74b5fa10fbc07a0871ed7d40cf16668a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187654/ERR187654.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA18917.1.MI_120104_3_1.fastq.gz	NA18917
PRJEB3365	SAMEA1573112	ERS185029	ERX162185	ERR187655	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	08414b593f4568c771dcc8ae7cc7f664	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187655/ERR187655.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12044.4.MI_120524_3_1.fastq.gz	NA12044
PRJEB3365	SAMEA1573450	ERS185326	ERX162482	ERR187656	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	7c35747c062e79ab6c921709fe2656cd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187656/ERR187656.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA11843.4.MI_120524_1_1.fastq.gz	NA11843
PRJEB3365	SAMEA1573453	ERS185351	ERX162507	ERR187657	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	7e21acde798b7c698b2c5ddf14f2d493	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187657/ERR187657.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00232.7.MI_120224_2_1.fastq.gz	HG00232
PRJEB3365	SAMEA1573371	ERS185418	ERX162574	ERR187658	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	efd9dff0a5e74793cd6714b15a9d5d70	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187658/ERR187658.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00177.4.MI_120524_3_1.fastq.gz	HG00177
PRJEB3365	SAMEA1573186	ERS185439	ERX162595	ERR187659	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	3a99a32a503352b8212399c37052dd20	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187659/ERR187659.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12776.6.MI_120217_2_1.fastq.gz	NA12776
PRJEB3365	SAMEA1573328	ERS185052	ERX162208	ERR187660	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	72c98331a6bd6495fb05af488928686d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187660/ERR187660.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12341.1.MI_120104_1_1.fastq.gz	NA12341
PRJEB3365	SAMEA1573454	ERS185072	ERX162228	ERR187661	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	94c7a3721cddff19a842cd5d3d8de8e8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187661/ERR187661.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA11840.6.MI_120217_2_1.fastq.gz	NA11840
PRJEB3365	SAMEA1573299	ERS185411	ERX162567	ERR187662	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	baccb83a207fc92cb3c5d4b86fdad283	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187662/ERR187662.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00106.4.MI_120524_1_1.fastq.gz	HG00106
PRJEB3365	SAMEA1573351	ERS185370	ERX162526	ERR187663	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	e2f61da19a10c7d33f04228dfc1bddcb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187663/ERR187663.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19131.2.MI_120126_4_1.fastq.gz	NA19131
PRJEB3365	SAMEA1573133	ERS185230	ERX162386	ERR187664	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	0cdb0728cb921a10dbc6ee00d6babfe3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187664/ERR187664.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12760.3.MI_120120_1_1.fastq.gz	NA12760
PRJEB3365	SAMEA1573383	ERS185377	ERX162533	ERR187665	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	9480dd54da30178c34160756509fc4df	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187665/ERR187665.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA18487.6.MI_120217_2_1.fastq.gz	NA18487
PRJEB3365	SAMEA1573135	ERS185268	ERX162424	ERR187666	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	9cea68c121850b6134ee1c3fbbf25359	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187666/ERR187666.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA18489.2.MI_120126_5_1.fastq.gz	NA18489
PRJEB3365	SAMEA1573214	ERS185204	ERX162360	ERR187667	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	eb5d89b18711959474ca988bc3cc6a63	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187667/ERR187667.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19121.3.MI_120120_6_1.fastq.gz	NA19121
PRJEB3365	SAMEA1573525	ERS185225	ERX162381	ERR187668	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	d899436a52d1d77950824df7dece1dcf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187668/ERR187668.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00173.3.MI_120120_5_1.fastq.gz	HG00173
PRJEB3365	SAMEA1573113	ERS185170	ERX162326	ERR187669	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	0f804200a09ceabe4197aaafc1f1ce07	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187669/ERR187669.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA06985.1.MI_120104_3_1.fastq.gz	NA06985
PRJEB3365	SAMEA1573208	ERS185046	ERX162202	ERR187670	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	ef8b905858c57abe7966236308758a7d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187670/ERR187670.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00255.2.MI_120126_5_1.fastq.gz	HG00255
PRJEB3365	SAMEA1573254	ERS185124	ERX162280	ERR187671	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	0e0556484baa22501951fe1f5980327f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187671/ERR187671.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA18517.3.MI_120120_1_1.fastq.gz	NA18517
PRJEB3365	SAMEA1573345	ERS185303	ERX162459	ERR187672	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	5204189e798f7a0a82c2f95bf304e0ed	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187672/ERR187672.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00336.1.MI_120104_4_1.fastq.gz	HG00336
PRJEB3365	SAMEA1573157	ERS185136	ERX162292	ERR187673	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	40e1563a216800403e52a2aebef4ab54	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187673/ERR187673.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19198.2.MI_120126_1_1.fastq.gz	NA19198
