id	nloci	ann	ERS185082	ERS185252	ERS185068	ERS185036	ERS185470	ERS185473	ERS185400	ERS185403	ERS185125	ERS185102
360	0	gene|gene::STAG1	93	3	25	15	10	0	4	15	7	29
361	0	gene|gene::EEFSEC	173	100	348	45	35	13	34	22	24	167
362	0	ncrna gene|ncrna::U74;gene::SNORD74,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5	3085	1454	1723	1540	700	667	715	750	732	988
363	0	gene miRNA|gene::MIR22HG,MIR22,MIR22HG,MIR22HG,MIR22HG;miRNA::hsa-miR-22-5p,hsa-miR-22-3p	19569	6642	4006	4565	6994	4545	2932	7604	5925	3733
364	0	gene|gene::SULF2,SULF2,SULF2	0	33	143	0	0	0	0	0	0	0
365	0	tRNA repeat|tRNA::tRNA-iMet-CAT-1-3;repeat::tRNA;tRNA::tRNA-iMet-CAT-1-7;repeat::tRNA;tRNA::tRNA-iMet-CAT-1-5;repeat::tRNA;tRNA::tRNA-iMet-CAT-1-4;repeat::tRNA;tRNA::tRNA-iMet-CAT-1-8;repeat::tRNA;tRNA::tRNA-iMet-CAT-1-6;repeat::tRNA;tRNA::tRNA-iMet-CAT-1-1;repeat::tRNA;tRNA::tRNA-iMet-CAT-1-2;repeat::tRNA	421	126	163	176	105	56	26	59	34	136
366	0	gene miRNA|gene::MIR7-1,HNRNPK,HNRNPK,HNRNPK,HNRNPK,HNRNPK,HNRNPK;miRNA::hsa-miR-7-5p,hsa-miR-7-1-3p	261	142	447	82	97	48	81	122	92	104
367	0	tRNA repeat gene|tRNA::tRNA-Asn-GTT-3-2;repeat::tRNA;gene::NBPF25P;tRNA::tRNA-Asn-GTT-3-1;repeat::tRNA;gene::NBPF25P	62	17	22	38	0	3	3	17	15	45
368	0	tRNA repeat|tRNA::tRNA-Asn-GTT-5-1;repeat::tRNA	45	3	3	58	0	22	10	10	17	8
369	0	tRNA repeat|tRNA::tRNA-Asn-GTT-2-3;repeat::tRNA;tRNA::tRNA-Asn-GTT-2-5;repeat::Simple_repeat,tRNA;tRNA::tRNA-Asn-GTT-2-1;repeat::tRNA;gene::NBPF26,NBPF19	396	202	183	328	260	223	70	121	124	143
370	0	ncrna gene|ncrna::ACA44;gene::SNORA44,SNHG12,SNHG12,SNHG12,SNHG12,SNHG12,SNHG12,SNHG12,SNHG12	74	143	145	84	38	13	25	18	9	76
371	0	ncrna gene|ncrna::U59B;gene::SNORD59B,ATP5F1B	77	92	111	25	8	17	5	5	7	63
372	0	ncrna gene|ncrna::U59A;gene::SNORD59A,ATP5F1B	102	37	94	27	11	0	4	3	3	38
373	0	gene|gene::SDF4,SDF4	1121	238	252	504	124	333	409	333	416	173
374	0	ncrna gene|ncrna::mgh18S-121;gene::SNORD4A,RPL23A	474	630	837	110	104	23	78	36	28	383
375	0	ncrna gene|ncrna::U78;gene::SNORD78,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5	5144	1889	2719	2916	998	1249	1646	1231	1417	1073
376	0	gene|gene::LOC100507412,RNA45SN5,RNA45SN1,RNA45SN4,RNA45SN2,RNA45SN3	112	3	85	41	16	0	9	0	0	272
377	0	ncrna gene|ncrna::U64;gene::SNORA64,RPS2	54	30	39	17	6	10	0	0	3	6
378	0	gene miRNA|gene::SMC4,SMC4,SMC4,TRIM59-IFT80,TRIM59-IFT80,TRIM59-IFT80,MIR15B;miRNA::hsa-miR-15b-5p,hsa-miR-15b-3p	3331	3308	4678	1696	999	1267	1289	1197	1245	897
379	0	ncrna gene|ncrna::U87;gene::SCARNA5,ATG16L1,ATG16L1,ATG16L1,ATG16L1,ATG16L1	50	24	14	22	20	15	13	6	15	14
380	0	ncrna gene|ncrna::snR39B;gene::SNORD2,EIF4A2	882	949	1139	494	180	130	172	119	115	437
381	0	ncrna gene|ncrna::U104;gene::SNHG25,SNORD104	12800	4057	4021	6649	2993	3017	2277	2829	3231	3732
382	0	gene miRNA|gene::TP63,TP63,MIR944,TP63,TP63,TP63,TP63,TP63,TP63,TP63,TP63,TP63,TP63,TP63;miRNA::hsa-miR-944	80	69	27	5	32	0	0	0	0	3
383	0	gene miRNA|gene::MIR130A;miRNA::hsa-miR-130a-3p	1056	462	727	752	148	344	150	570	91	247
384	0	gene|gene::ACTB	0	0	21	7	0	0	0	0	0	117
385	0	gene miRNA|gene::MIR148B,COPZ1,COPZ1,COPZ1,COPZ1,COPZ1;miRNA::hsa-miR-148b-5p,hsa-miR-148b-3p	4160	3468	3171	1995	1312	1852	1399	1443	1571	1886
386	0	gene|gene::RUFY4	34	6	0	62	0	6	0	19	4	26
387	0	ncrna gene|ncrna::U95;gene::RACK1,SNORD95	904	557	577	569	200	172	183	170	131	965
388	0	repeat|repeat::LTR	23	46	191	0	0	0	0	3	0	0
389	0	repeat gene|repeat::LINE;gene::WDPCP,WDPCP,WDPCP,WDPCP,WDPCP,WDPCP,WDPCP	3	0	0	1205	0	0	0	0	663	6
390	0	tRNA repeat|tRNA::tRNA-Met-CAT-1-1;repeat::tRNA	17	35	21	6	6	3	3	3	6	9
391	0	repeat|repeat::tRNA;repeat::tRNA;tRNA::tRNA-Met-CAT-3-2;repeat::tRNA;tRNA::tRNA-Met-CAT-3-2;repeat::tRNA;tRNA::tRNA-Met-CAT-3-2;repeat::tRNA;tRNA::tRNA-Met-CAT-3-2;repeat::tRNA;tRNA::tRNA-Met-CAT-3-2;repeat::tRNA;tRNA::tRNA-Met-CAT-3-2;repeat::tRNA;tRNA::tRNA-Met-CAT-3-2;repeat::tRNA;tRNA::tRNA-Met-CAT-3-2;repeat::tRNA;tRNA::tRNA-Met-CAT-3-1;repeat::tRNA	97	65	83	81	47	59	34	26	33	99
392	0	gene|gene::RPLP0,RPLP0;gene::LOC101929596	77	0	18	3	0	0	0	0	0	119
393	0	gene|gene::RPPH1	56	4	3	163	0	86	0	0	0	6
394	0	tRNA repeat|tRNA::tRNA-Glu-TTC-2-2;repeat::tRNA;tRNA::tRNA-Glu-TTC-2-1;repeat::tRNA	550	359	318	85	104	89	39	92	108	254
395	0	tRNA repeat|tRNA::tRNA-Glu-TTC-1-1;repeat::tRNA;tRNA::tRNA-Glu-TTC-1-2;repeat::tRNA	184	55	16	27	7	26	13	14	9	35
396	0	|	41	3	12	6	3	4	0	0	3	53
397	0	ncrna gene|ncrna::HBII-180A;gene::C19orf48,C19orf48,SNORD88A,C19orf48,C19orf48,C19orf48,C19orf48,C19orf48,C19orf48,C19orf48,C19orf48	20	109	75	50	6	7	43	13	8	186
398	0	ncrna gene|ncrna::HBII-180C;gene::C19orf48,SNORD88C,C19orf48,C19orf48,C19orf48,C19orf48,C19orf48,C19orf48,C19orf48,C19orf48,C19orf48	187	144	180	51	16	6	44	19	6	115
399	0	ncrna gene|ncrna::U57;gene::NOP56,NOP56,SNORD57,NOP56	2517	1695	2038	1203	412	567	732	651	527	897
400	0	ncrna repeat|ncrna::U13;repeat::snRNA	1069	859	751	327	366	419	91	183	374	445
401	0	repeat gene|repeat::snRNA;gene::TMC1;repeat::snRNA,LINE;gene::KIAA2012;repeat::Low_complexity,snRNA;gene::KIAA2012	14	6	20	0	0	9	0	0	6	3
402	0	gene|gene::ACTB	34	0	6	26	3	0	3	0	0	154
403	0	ncrna gene|ncrna::U42B;gene::SNORD42B,RPL23A	64	113	201	28	3	0	3	0	3	18
404	0	|	22	0	3	23	0	0	3	0	0	90
405	0	gene miRNA|gene::MIR941-1,MIR941-2,MIR941-3,MIR941-4,MIR941-5,MIR941-1,DNAJC5;miRNA::hsa-miR-941,hsa-miR-941,hsa-miR-941;gene::MIR941-1,MIR941-2,MIR941-3,MIR941-4,MIR941-5,MIR941-2,MIR941-3,MIR941-4,MIR941-5,DNAJC5;miRNA::hsa-miR-941	2320	512	1410	539	779	980	720	988	1248	1002
406	0	gene|gene::SPPL2B,SPPL2B	35	0	3	7	0	0	3	0	0	4
407	0	|	12	0	12	3	0	0	0	0	0	29
408	0	repeat|repeat::tRNA;repeat::tRNA;repeat::tRNA;repeat::tRNA;tRNA::tRNA-Arg-CCG-1-1;repeat::tRNA;tRNA::tRNA-Arg-CCG-1-1;repeat::tRNA;tRNA::tRNA-Arg-CCG-1-1;repeat::tRNA;tRNA::tRNA-Arg-CCG-1-1;repeat::tRNA;tRNA::tRNA-Arg-CCG-1-1;repeat::tRNA;tRNA::tRNA-Arg-CCG-1-1;repeat::tRNA;tRNA::tRNA-Arg-CCG-1-3;repeat::tRNA;tRNA::tRNA-Arg-CCG-1-2;repeat::tRNA;tRNA::tRNA-Arg-CCG-1-2;repeat::tRNA;tRNA::tRNA-Arg-CCG-1-2;repeat::tRNA	63	21	18	13	15	11	6	23	26	10
409	0	tRNA repeat|tRNA::tRNA-Arg-TCG-2-1;repeat::tRNA	562	178	304	112	62	101	53	59	57	169
410	0	tRNA repeat|tRNA::tRNA-Arg-TCG-1-1;repeat::tRNA	130	220	223	37	8	0	3	10	0	28
411	0	repeat|repeat::tRNA;repeat::tRNA;repeat::tRNA;repeat::tRNA;repeat::tRNA;tRNA::tRNA-Leu-CAA-1-2;repeat::tRNA	35	28	79	18	0	3	0	13	3	30
412	0	tRNA repeat|tRNA::tRNA-Leu-CAG-1-7;repeat::tRNA;tRNA::tRNA-Leu-CAG-1-1;repeat::tRNA;tRNA::tRNA-Leu-CAG-1-2;repeat::tRNA;tRNA::tRNA-Leu-CAG-1-3;repeat::tRNA;tRNA::tRNA-Leu-CAG-1-4;repeat::tRNA;tRNA::tRNA-Leu-CAG-1-5;repeat::tRNA;tRNA::tRNA-Leu-CAG-2-2;repeat::tRNA;tRNA::tRNA-Leu-CAG-1-6;repeat::tRNA;tRNA::tRNA-Leu-CAG-2-1;repeat::tRNA	2356	1048	1148	919	1049	498	323	644	614	794
413	0	tRNA repeat|tRNA::tRNA-Leu-TAG-3-1;repeat::tRNA	1193	1511	1390	380	357	201	92	280	394	373
414	0	tRNA repeat|tRNA::tRNA-Leu-AAG-1-2;repeat::tRNA;tRNA::tRNA-Leu-TAG-1-1;repeat::tRNA;tRNA::tRNA-Leu-AAG-1-1;repeat::tRNA;tRNA::tRNA-Leu-AAG-1-3;repeat::tRNA	110	488	922	43	26	15	8	7	9	76
415	0	tRNA repeat|tRNA::tRNA-Leu-TAG-2-1;repeat::tRNA	19	53	69	10	9	5	4	7	4	26
416	0	tRNA repeat|tRNA::tRNA-Leu-CAA-4-1;repeat::tRNA	1054	905	765	1139	1065	323	132	880	450	811
417	0	|	6098	877	3702	1560	1040	435	103	932	636	1669
418	0	gene miRNA|gene::MIR577,UGT8,UGT8,UGT8,UGT8,UGT8;miRNA::hsa-miR-577	49	41	136	0	20	3	95	38	25	3
419	0	gene miRNA|gene::MIR17HG,MIR17HG,MIR18A;miRNA::hsa-miR-18a-5p,hsa-miR-18a-3p	311	766	520	83	85	65	86	69	112	202
420	0	ncrna gene|ncrna::HBII-419;gene::CCAR1,CCAR1,CCAR1,CCAR1,SNORD98	210	167	178	82	57	37	69	51	29	103
421	0	ncrna gene|ncrna::HBII-210;gene::GNL3,SNORD69,GNL3,GNL3	2417	725	924	1205	417	362	733	315	257	236
422	0	|	101	99	300	22	16	21	14	13	31	142
423	0	tRNA repeat|tRNA::tRNA-Thr-TGT-4-1;repeat::tRNA	139	99	173	86	34	55	32	49	34	41
424	0	repeat gene|repeat::LTR;repeat::LTR;gene::DET1,DET1,DET1,DET1,DET1,DET1,DET1,DET1,DET1,DET1,DET1	318	84	168	125	139	83	6	157	67	71
425	0	gene|gene::RPL28,RPL28,RPL28	160	4	9	9	0	0	15	0	0	124
426	0	ncrna gene|ncrna::ACA7B;gene::SNORA7B,RPL32P3	13	113	106	4	17	0	0	0	0	14
427	0	gene|gene::SPEF2	32	27	40	18	8	13	5	7	3	25
428	0	|	0	0	0	0	0	242	84	294	61	57
429	0	gene|gene::EEF1A1;gene::EEF1A1	11	0	0	4	0	0	3	0	0	49
430	0	gene miRNA|gene::MIR25,MCM7,MCM7,MCM7;miRNA::hsa-miR-25-5p,hsa-miR-25-3p	25176	9134	15494	11102	6161	6187	4348	7918	6976	6015
431	0	gene|gene::EEF2,MIR1268A	32	0	11	3	0	0	6	0	0	81
432	0	ncrna gene|ncrna::U24;gene::SNORD24,RPL7A	2459	549	1261	824	207	135	207	132	76	1442
433	0	ncrna gene|ncrna::U66;gene::SNORA66,RPL5,RPL5,FAM69A	69	5	15	8	3	0	32	0	4	72
434	0	ncrna gene|ncrna::U55;gene::SNORD55,RPS8	189	151	130	96	103	134	3	57	97	121
435	0	ncrna gene|ncrna::HBII-202;gene::RPL13,RPL13,RPL13,SNORD68,RPL13	353	553	815	267	90	84	78	54	58	201
436	0	gene miRNA|gene::MIR30A;miRNA::hsa-miR-30a-5p,hsa-miR-30a-3p	274	87	35	18	417	132	18	98	16	26
437	0	gene miRNA|gene::NFYC,NFYC,NFYC,NFYC,NFYC,NFYC,MIR30E,NFYC;miRNA::hsa-miR-30e-5p,hsa-miR-30e-3p	11922	17058	13589	6234	9858	4608	5265	4162	8993	6590
438	0	repeat gene|repeat::DNA;gene::LOC100507412,RNA45SN5,RNA45SN1,RNA45SN4,RNA45SN2,RNA45SN3;repeat::DNA;gene::LOC100507412,RNA45SN5,RNA45SN1,RNA45SN4,RNA45SN2,RNA45SN3	168	44	185	67	24	20	15	20	5	287
439	0	repeat miRNA gene|repeat::LTR;miRNA::hsa-miR-3681-5p;gene::MIR3681,MIR3681HG	22	45	0	183	243	154	3	19	189	184
440	0	gene miRNA|gene::MIR500A,CLCN5,CLCN5,CLCN5;miRNA::hsa-miR-500a-5p,hsa-miR-500a-3p	654	298	541	667	276	486	371	382	490	205
441	0	gene miRNA|gene::MIR501,CLCN5,CLCN5,CLCN5;miRNA::hsa-miR-501-5p,hsa-miR-501-3p	156	69	106	189	29	185	18	209	172	30
442	0	ncrna gene|ncrna::ACA47;gene::SNHG20,SEC14L1,SEC14L1,SCARNA16	103	92	40	77	23	12	8	7	6	82
443	0	gene miRNA|gene::MIR183;miRNA::hsa-miR-183-5p	116	65	364	132	126	279	19	172	268	87
444	0	gene miRNA|gene::MIR221;miRNA::hsa-miR-221-5p,hsa-miR-221-3p	2245	3022	4917	1626	360	964	1531	1529	304	625
445	0	gene miRNA|gene::MIR191,NDUFAF3,DALRD3;miRNA::hsa-miR-191-5p,hsa-miR-191-3p	197382	89278	83667	141028	96461	126079	66610	81105	93723	83845
446	0	ncrna gene|ncrna::HBII-436;gene::SNHG14,SNORD107,PWARSN	11	20	20	3	0	0	3	0	0	12
447	0	gene miRNA|gene::MIR223;miRNA::hsa-miR-223-5p,hsa-miR-223-3p	354	230	311	42	29	36	260	87	9	20
448	0	ncrna gene|ncrna::U58C;gene::RPL17,RPL17,RPL17,RPL17,RPL17,RPL17,RPL17-C18orf32,RPL17-C18orf32,SNORD58C,RPL17,RPL17	2119	893	1100	915	193	809	695	720	626	1020
449	0	ncrna gene|ncrna::U58B;gene::RPL17,RPL17,RPL17,RPL17,RPL17,RPL17,RPL17-C18orf32,SNORD58B,RPL17,RPL17	1101	902	1337	260	161	75	379	66	82	745
450	0	ncrna gene|ncrna::U58A;gene::RPL17,RPL17,RPL17,RPL17,RPL17,RPL17,RPL17-C18orf32,RPL17-C18orf32,SNORD58A,RPL17,RPL17	2090	1498	2532	494	292	174	598	207	158	1308
451	0	gene miRNA|gene::MIR152,COPZ2;miRNA::hsa-miR-152-5p,hsa-miR-152-3p	71	103	98	82	85	41	33	55	45	112
452	0	gene|gene::RMRP	827	684	1273	284	176	66	233	63	69	903
453	0	gene miRNA|gene::ZRANB2,MIR186,ZRANB2;miRNA::hsa-miR-186-5p,hsa-miR-186-3p	30601	12036	8117	8305	6839	7616	10679	10192	8791	11038
454	0	gene|gene::DOLPP1,DOLPP1,DOLPP1	439	39	226	84	20	52	86	76	53	42
455	0	gene miRNA|gene::MIR301B;miRNA::hsa-miR-301b	91	170	154	65	153	113	36	65	123	93
456	0	|	39	84	181	20	8	24	18	9	0	7
457	0	gene|gene::SNORD70B,NOP58	176	34	85	99	14	126	34	87	70	54
458	0	ncrna gene|ncrna::HBII-234;gene::SNORD70,NOP58	487	150	390	121	45	52	58	56	39	199
459	0	ncrna gene|ncrna::U38A;gene::SNORD38A,RPS8	479	297	105	171	116	112	64	83	86	223
460	0	gene miRNA|gene::MIR10A,HOXB3;miRNA::hsa-miR-10a-5p,hsa-miR-10a-3p	100948	18905	86311	49467	2526	41641	19112	86235	7315	6774
461	0	gene miRNA|gene::MIR138-1;miRNA::hsa-miR-138-5p,hsa-miR-138-1-3p	811	911	364	91	1005	92	20	23	280	952
462	0	gene|gene::LOC100507412,RNA45SN5,RNA45SN1,RNA45SN4,RNA45SN2,RNA45SN3;gene::LOC100507412,RNA45SN5,RNA45SN1,RNA45SN4,RNA45SN2,RNA45SN3	10	0	46	12	3	0	0	0	0	31
463	0	repeat|repeat::SINE	236	0	0	0	0	4	0	5	0	0
464	0	gene|gene::HUWE1	2072	188	407	925	209	697	489	787	689	321
465	0	gene miRNA|gene::DNMT3A,DNMT3A,DNMT3A,DNMT3A,MIR1301,DNMT3A;miRNA::hsa-miR-1301-3p	86	88	138	50	15	37	16	71	28	25
466	0	tRNA repeat|tRNA::tRNA-Phe-GAA-1-4;repeat::tRNA	43	26	9	25	18	0	4	10	6	33
467	0	repeat gene|repeat::LTR;repeat::LTR;gene::MOK,MOK,MOK,MOK,MOK,MOK,MOK,MOK,MOK,MOK,MOK,MOK,MOK,MOK,MOK,MOK,MOK,MOK;repeat::LTR;gene::MOK,MOK,MOK,MOK,MOK,MOK,MOK,MOK,MOK,MOK,MOK,MOK,MOK,MOK,MOK,MOK,MOK	2232	275	1198	442	228	146	9	370	154	498
468	0	gene|gene::SNORD133,LARP4,LARP4,LARP4,LARP4,LARP4,LARP4,LARP4,LARP4,LARP4,LARP4,LARP4,LARP4,LARP4,LARP4,LARP4,LARP4,LARP4,LARP4,LARP4,LARP4,LARP4,LARP4,LARP4,LARP4,LARP4,LARP4,LARP4,LARP4	46	28	37	0	0	0	3	0	6	5
469	0	gene|gene::SMYD3	217	91	62	132	67	71	32	108	140	58
470	0	ncrna gene|ncrna::U45B;gene::RABGGTB,SNORD45B,RABGGTB	229	675	1613	133	99	67	221	63	65	0
471	0	gene miRNA|gene::MIR1307,ATP5MD,ATP5MD,ATP5MD;miRNA::hsa-miR-1307-3p,hsa-miR-1307-5p	2153	1116	2456	532	822	632	247	447	550	1255
472	0	repeat miRNA gene|repeat::LINE;miRNA::hsa-miR-625-5p,hsa-miR-625-3p;gene::MIR625,FUT8,FUT8,FUT8,FUT8,FUT8;repeat::LINE;miRNA::hsa-miR-625-5p,hsa-miR-625-3p;gene::MIR625,FUT8,FUT8,FUT8,FUT8,FUT8	560	462	395	164	156	115	29	48	199	73
473	0	|tRNA::tRNA-His-GTG-1-3;repeat::tRNA;gene::NBPF19;tRNA::tRNA-His-GTG-1-5;repeat::tRNA;gene::NBPF19;tRNA::tRNA-His-GTG-1-4;repeat::tRNA;gene::NBPF19;tRNA::tRNA-His-GTG-1-7;repeat::tRNA;gene::SHF;tRNA::tRNA-His-GTG-1-8;repeat::tRNA;gene::SHF;tRNA::tRNA-His-GTG-1-2;repeat::tRNA;gene::NBPF19;tRNA::tRNA-His-GTG-1-9;repeat::tRNA;gene::SHF;tRNA::tRNA-His-GTG-1-1;repeat::tRNA;gene::NBPF20,NBPF19,NBPF10,NBPF10;tRNA::tRNA-His-GTG-1-6;repeat::tRNA;gene::NBPF20,NBPF19,NBPF10,NBPF10	4242	1773	1623	860	576	722	493	525	729	1851
474	0	repeat|repeat::LINE	161	2842	3403	345	114	41	8	108	106	91
475	0	ncrna gene|ncrna::U44;gene::SNORD44,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5	10640	4385	5688	10277	2670	4648	7707	3769	6075	2238
476	0	ncrna gene|ncrna::U103B;gene::PUM1,SNORD103A,SNORD103B,PUM1;ncrna::U103;gene::SNORD103A,SNORD103B,PUM1,PUM1	112	307	490	7	13	24	15	21	5	22
477	0	gene miRNA|gene::MIR425,DALRD3;miRNA::hsa-miR-425-5p,hsa-miR-425-3p	4183	3229	3652	1688	2399	1422	807	1333	1242	1290
478	0	repeat miRNA gene|repeat::DNA;miRNA::hsa-miR-361-5p,hsa-miR-361-3p;gene::MIR361,CHM,CHM	3923	2159	2201	1359	615	665	620	1129	995	1023
479	0	ncrna gene|ncrna::HBII-108B;gene::SNORD19B,GNL3,GNL3,GNL3	1683	453	785	752	241	116	392	80	93	286
480	0	ncrna gene|ncrna::U82;gene::NCL,SNORD82	5251	2199	1215	1932	1766	507	901	742	703	2487
481	0	ncrna gene|ncrna::U83B;gene::SNORD83B,RPL3,RPL3	244	296	293	154	39	47	3	34	37	88
482	0	ncrna gene|ncrna::U83A;gene::SNORD83A,RPL3,RPL3	157	239	224	61	53	43	10	10	42	117
483	0	ncrna gene|ncrna::ACA16;gene::SNHG12,SNHG12,SNORA16A,SNHG12,SNHG12,SNHG12,SNHG12,SNHG12,SNHG12	10	11	70	3	0	0	0	0	0	3
484	0	gene miRNA|gene::MIR146B;miRNA::hsa-miR-146b-5p,hsa-miR-146b-3p	72935	15524	16473	49667	19253	31281	14801	23769	27237	38434
485	0	repeat gene|repeat::LTR;gene::ZC3H13,ZC3H13,ZC3H13,ZC3H13,ZC3H13,ZC3H13	11	4	9	4	8	484	420	361	4	8
486	0	gene miRNA|gene::MIR146A,MIR3142HG;miRNA::hsa-miR-146a-5p,hsa-miR-146a-3p	148889	36644	28549	190092	176256	192715	25341	148604	145686	111671
487	0	gene|gene::AKAP11	150	69	112	34	29	17	28	38	47	20
488	0	ncrna gene|ncrna::U29;gene::SNORD29,SNHG1,SNHG1,SNHG1,SNHG1,SNHG1,SNHG1,SNHG1,SNHG1,SNHG1,SNHG1,SNHG1,SNHG1	9473	6804	11190	6747	1251	1118	4241	1362	1213	2038
489	0	gene|gene::RNA45SN5,RNA45SN1,RNA45SN4,RNA45SN2,RNA45SN3,LOC100507412;gene::RNA45SN5,RNA45SN1,RNA45SN4,RNA45SN2,RNA45SN3,LOC100507412	10898	5989	7980	3853	1961	2173	1323	2224	1407	7547
490	0	ncrna gene|ncrna::SNORD126;gene::CCNB1IP1,CCNB1IP1,SNORD126,CCNB1IP1	277	177	309	73	24	27	78	47	24	110
491	0	ncrna gene|ncrna::U41;gene::SNORD41,TNPO2,TNPO2,TNPO2	300	110	351	125	4	12	83	0	8	162
492	0	ncrna gene|ncrna::U32A;gene::RPL13A,RPL13AP5,SNORD32A,RPL13A,RPL13A	3	86	110	0	0	0	0	0	0	0
493	0	tRNA|tRNA::tRNA-SeC-TCA-1-1	36	95	77	29	4	11	12	9	0	18
494	0	ncrna gene|ncrna::mgh28S-2411;gene::TAF1D,TAF1D,SNORD6	471	200	280	189	53	41	97	63	26	85
495	0	gene|gene::CD74,CD74,CD74	11	0	8	13	0	0	0	0	0	38
496	0	ncrna gene|ncrna::HBII-420;gene::SNHG12,SNHG12,SNHG12,SNHG12,SNHG12,SNHG12,SNHG12,SNORD99,SNHG12	5963	10112	22401	1680	975	997	979	1001	771	1157
497	0	gene|gene::RPS10,RPS10,RPS10-NUDT3,RPS10;gene::RPS10,RPS10,RPS10-NUDT3,RPS10;gene::AMBRA1,AMBRA1,AMBRA1,AMBRA1	18	0	3	6	0	0	0	0	0	65
498	0	ncrna gene|ncrna::HBII-251;gene::SNORD103C,PUM1,PUM1	863	289	264	296	155	151	197	218	162	285
499	0	gene|gene::MAP3K13,MAP3K13,MAP3K13	19	0	6	3	0	0	0	0	0	18
500	0	gene|gene::DNMT1,DNMT1,DNMT1,DNMT1	170	3	60	114	9	4	159	0	12	15
501	0	repeat miRNA gene|repeat::Simple_repeat;miRNA::hsa-miR-574-5p,hsa-miR-574-3p;gene::FAM114A1,FAM114A1,FAM114A1,FAM114A1,FAM114A1,FAM114A1,MIR574,FAM114A1,FAM114A1	166	286	276	111	35	77	9	26	41	191
502	0	repeat gene|repeat::Low_complexity,Low_complexity;repeat::Low_complexity,Low_complexity;gene::LOC100507412,RNA45SN5,RNA45SN1,RNA45SN4,RNA45SN2,RNA45SN3	10	3	7	3	6	0	0	3	0	79
503	0	repeat|repeat::LTR;repeat::LTR;repeat::LTR	2226	154	512	670	263	274	38	466	334	448
504	0	tRNA repeat|tRNA::tRNA-Gly-TCC-3-1;repeat::tRNA;gene::LINC00324;tRNA::tRNA-Gly-TCC-2-1;repeat::tRNA;gene::NBPF20,NBPF19,NBPF10,NBPF10;tRNA::tRNA-Gly-TCC-2-3;repeat::tRNA;gene::NBPF20,NBPF19,NBPF10,NBPF10;tRNA::tRNA-Gly-TCC-2-4;repeat::tRNA;gene::NBPF20,NBPF19,NBPF10,NBPF10;tRNA::tRNA-Gly-TCC-2-5;repeat::tRNA;gene::NBPF20,NBPF19,NBPF10,NBPF10;tRNA::tRNA-Gly-TCC-2-6;repeat::tRNA;gene::NBPF20,NBPF19,NBPF10,NBPF10;tRNA::tRNA-Gly-TCC-2-2;repeat::tRNA;gene::NBPF20,NBPF19,NBPF10,NBPF10	1471	146	394	470	232	322	181	261	201	257
505	0	tRNA repeat|tRNA::tRNA-Gly-GCC-1-5;repeat::tRNA;tRNA::tRNA-Gly-GCC-1-4;repeat::tRNA;tRNA::tRNA-Gly-GCC-1-1;repeat::tRNA;tRNA::tRNA-Gly-GCC-1-2;repeat::tRNA;tRNA::tRNA-Gly-GCC-1-3;repeat::tRNA	1801	548	700	452	115	176	130	495	389	414
506	0	tRNA repeat|tRNA::tRNA-Gly-GCC-2-3;repeat::tRNA;tRNA::tRNA-Gly-GCC-2-5;repeat::tRNA;gene::VAC14,VAC14;tRNA::tRNA-Gly-GCC-3-1;repeat::tRNA;gene::VAC14,VAC14;tRNA::tRNA-Gly-GCC-2-4;repeat::tRNA;gene::VAC14,VAC14;tRNA::tRNA-Gly-GCC-2-2;repeat::tRNA;gene::VAC14,VAC14;tRNA::tRNA-Gly-GCC-2-1;repeat::tRNA;gene::VAC14,VAC14;tRNA::tRNA-Gly-GCC-2-6;repeat::tRNA;gene::VAC14,VAC14	8854	3777	5718	3133	1401	1776	1544	3521	1666	2668
507	0	gene|gene::MIPEP	2783	649	1796	1761	660	811	118	2136	715	826
508	0	gene miRNA|gene::MIR15A,DLEU2,DLEU2,DLEU2,DLEU2,DLEU2,DLEU2,DLEU2;miRNA::hsa-miR-15a-5p,hsa-miR-15a-3p	2600	1677	1896	713	666	275	266	737	375	677
509	0	gene miRNA|gene::MIR766,SEPT6,SEPT6,SEPT6,SEPT6;miRNA::hsa-miR-766-5p,hsa-miR-766-3p	351	261	696	160	112	133	42	115	138	125
510	0	repeat gene|repeat::scRNA,SINE;gene::C5orf56	0	14	77	3	0	0	38	0	0	0
511	0	repeat gene|repeat::scRNA;gene::ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL,ARNTL	579	141	673	167	82	53	121	106	102	81
512	0	repeat gene|repeat::scRNA;gene::MEF2D,MEF2D	20	77	245	4	6	0	0	0	0	0
513	0	repeat|repeat::scRNA	35048	26654	73022	20080	9499	9009	5625	8089	12517	9208
